0.44	0.02
0.45	0.03
0.46	0.04
0.47	0.07
0.48	0.11
0.49	0.17
0.50	0.21
0.51	0.35
0.52	0.44
0.53	0.75
0.54	1.31
0.55	1.70
0.56	2.43
0.57	3.22
0.58	5.23
0.59	7.29
0.60	8.87
