1.21	0.0005
1.22	0.0006
1.22	0.0007
1.23	0.0008
1.23	0.0009
1.23	0.001
1.23	0.0011
1.24	0.0012
1.25	0.0013
1.25	0.0014
1.27	0.0015
1.25	0.0016
1.26	0.0017
1.26	0.0018
1.27	0.0019
1.28	0.002
1.28	0.0021
1.28	0.0022
1.29	0.0023
1.28	0.0024
1.27	0.0025
1.27	0.0026
1.26	0.0027
1.29	0.0028
1.30	0.0029
1.27	0.003
1.27	0.0031
1.30	0.0032
