30	20
30.5	18.8
31	22
31.5	24
32	28
32.5	22
33	28
33.5	28
34	28
34.5	76
35	92
35.5	120
36	168
36.5	256
37	452
37.5	824
38	1840
38.5	3720
39	9600
39.5	11200
40	13400
40.5	15800
41	9400
41.5	6200
42	3000
42.5	1800
43	1400
43.5	1200
44	620
44.5	540
45	480
45.5	380
46	300
46.5	280
47	220
47.5	184
48	184
48.5	216
49	456
49.5	488
50	404
50.5	340
51	288
51.5	160
52	224
52.5	124
53	35
53.5	22.4
54	19.2
54.5	20
55	21.6
55.5	21.6
56	20.8
56.5	20.8
57	18
57.5	20
58	24.8
58.5	24.8
59	24
59.5	24
60	24.8
